"filename" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase"
"SerumReversal" 0.48421319539719 1.00000077025784 0.0830333768274096 0.00265856358642058 0.00265854986841141 -1.25146459595271e-06 -12.8520328697454 5.30131494258512e-15 4.75175454539567e-14 0.385665244589309 0.307167462036681 0.307167293374009 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.64040404030303 -695.083962987208 -219.230244664425 -157.074969578024 -157.074843193466 101019.090909091
"SerumReversal" 0.484286337104604 1.00000070926316 0.0831535977148363 0.00265042749400962 0.00265041489166327 -1.13242481347697e-06 -12.6882393556347 2.81163980986321e-14 -1.50457424297201e-12 0.387142144389026 0.30642900652911 0.306428849081864 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.644444444333333 -694.853324050374 -220.137933173378 -156.531013965165 -156.530896342059 111120
"SerumReversal" 0.484368622938645 1.00000065869569 0.0832656126151357 0.00264224777332828 0.00264223609716692 -1.03261811545963e-06 -12.523865874477 5.38458166943201e-15 3.59268170768701e-13 0.388650991857774 0.305674578181584 0.305674429960642 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.648484848363636 -694.620150394696 -221.063560028462 -155.978070503015 -155.977960111433 121220.909090909
"SerumReversal" 0.484460053456333 1.00000061616153 0.0833692527452198 0.00263402418626526 0.00263401329036522 -9.47606508816534e-07 -12.358928652947 -8.47655279301307e-14 4.30766533554561e-14 0.390192464638337 0.304903837945763 0.3049036974159 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.652525252393939 -694.384386409288 -222.007493540252 -155.415983483492 -155.415879143642 131321.818181818
"SerumReversal" 0.48456062860299 1.00000057991637 0.0834643487555688 0.00262575649006404 0.00262574626022083 -8.74219949764665e-07 -12.193444301227 -4.01206845523916e-14 4.07673894642357e-13 0.391767264446483 0.30411643479773 0.304116300755787 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.656565656424242 -694.145973186912 -222.970114068014 -154.844592190625 -154.844492978667 141422.727272727
"SerumReversal" 0.484670347676326 1.00000054872138 0.0835507309718217 0.00261744443805443 0.00261743478261154 -8.10133542472613e-07 -12.0274298616772 -4.10921296989386e-14 1.06581410364015e-14 0.39337611681976 0.303312005851548 0.303311877328692 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.660606060454545 -693.904848344233 -223.951813782389 -154.2637310363 -154.263636209294 151523.636363636
"SerumReversal" 0.484789209273465 1.00000052164691 0.0836282296794149 0.00260908778058688 0.0026090786248121 -7.53603842440498e-07 -11.8609028650439 -8.02136135291676e-14 -1.06581410364015e-13 0.395019770652179 0.302490176572389 0.302490052775432 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.664646464484848 -693.660945841769 -224.952996303744 -153.673229752452 -153.673138703129 161624.545454545
"SerumReversal" 0.484917211924147 1.00000049797993 0.0836966745627264 0.00260068626051685 0.00260067754266118 -7.03297445170392e-07 -11.6938812033097 1.99562588676372e-14 5.74651437545981e-13 0.396699003253693 0.301650558237949 0.301650438508358 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.668686868515151 -693.414195556226 -225.974079357776 -153.072912074393 -153.072824299532 171725.454545455
"SerumReversal" 0.485054353789754 1.0000004771358 0.0837558953290784 0.00259223961634861 0.00259223128528907 -6.58177384593728e-07 -11.5263832581181 2.6256774532385e-14 7.59836638053457e-13 0.398414617829951 0.30079274918946 0.30079263298059 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.672727272545455 -693.164523152538 -227.015493275612 -152.462596515105 -152.4625115977 181826.363636364
"SerumReversal" 0.485200633271573 1.00000045871676 0.0838057212051742 0.00258374757813299 0.00258373959002236 -6.17424802840105e-07 -11.3584277861488 6.43929354282591e-14 4.9293902293357e-14 0.400167448308989 0.2999163324265 0.299916219264512 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.676767676575758 -692.911849625835 -228.077683507516 -151.842095135053 -151.842012714842 191927.272727273
