"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V127" "Aarest_data" 28 0.882671082307385 1.00147093519009 0.036805505348527 0.0215142797486683 0.0213699484878341 0.00319900790638883 -0.294286336585785 -1.13686837721616e-13 0 0.333540489106734 0.333232860514213 0.333226650379054 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 30 0.418181817909091 -295.832464061823 -79.6398491433304 -80.6263302411902 -80.6356750726138 2310.12970008316 2310.12970008316 2310.12970008316
"V128" "Aarest_data" 29 0.879744013792723 1.00152261797421 0.0373167860366877 0.0214959272095482 0.0213463726904057 0.00276640966470154 -0.25308571586865 5.6843418860808e-14 0 0.333529725919036 0.333237996528647 0.333232277552316 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 31 0.426262625979798 -295.821113581733 -79.5969106508553 -80.641792240852 -80.6518005965519 2595.02421139974 2595.02421139974 2595.02421139974
"V129" "Aarest_data" 30 0.876654890345779 1.00163451898687 0.0378645229294791 0.0214767195521991 0.0213160413628582 0.002389882483115 -0.209876381258155 5.6843418860808e-14 0 0.333515860920313 0.333244703458292 0.333239435621395 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 33 0.434343434050505 -295.808707460246 -79.5503514171138 -80.6583104555304 -80.669434902981 2915.05306282518 2915.05306282518 2915.05306282518
"V130" "Aarest_data" 31 0.873366867094234 1.00185610734585 0.0384568700441292 0.0214566570830993 0.0212741019027296 0.00206191231376351 -0.1645301127474 -5.6843418860808e-14 0 0.333498494881448 0.333253180774594 0.333248324343958 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 35 0.442424242121212 -295.795007258253 -79.4994368510992 -80.6759349902389 -80.6890240529539 3274.54916287773 3274.54916287773 3274.54916287773
"V131" "Aarest_data" 32 0.869784932500749 1.00232566658141 0.0391132825617536 0.0214358185233635 0.0212071062809055 0.00177520911917384 -0.116895012568065 5.6843418860808e-14 0 0.333477368336638 0.333263561443063 0.3332590702203 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 39 0.450505050191919 -295.77948164724 -79.4425909700341 -80.6946390339513 -80.7116395443717 3678.37977182863 3678.37977182863 3678.37977182863
"V132" "Aarest_data" 33 0.865522685380178 1.00362806893081 0.0399095425084827 0.0214146828889901 0.0210586302825307 0.00152004075057732 -0.0667056858882518 0 1.13686837721616e-13 0.333453229242918 0.333275499288584 0.333271271468499 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 54 0.458585858262626 -295.760134671598 -79.3741159680724 -80.713968122723 -80.7414377651617 4132.01240011534 4132.01240011534 4132.01240011534
"V133" "Aarest_data" 34 0.84845804460804 1.02533801109148 0.0432656514001627 0.0214124085741558 0.0190426679817742 0.00116775179702699 -0.00850277743693084 0 -1.13686837721616e-13 0.333482287169981 0.333265668250577 0.333252044579442 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 5312 0.466666666333333 -295.666891394793 -79.1196235201278 -80.7133569968002 -80.9032989473005 4641.58883361278 4641.58883361278 4641.58883361278
"V134" "Aarest_data" 35 0.691093456971678 8.24715025439125 0.109241980311603 0.0272826118860214 2.10985184646823e-16 0.00034335249458195 -2.6464336926324e-05 0 0 0.356355238047296 0.34513107524328 0.298513686709424 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 162 0.47474747440404 -268.450589092516 -76.5338209160908 -79.4061306191895 -57.7234801948732 5214.00828799969 5214.00828799969 5214.00828799969
"V135" "Aarest_data" 36 0.68992625590059 8.52010918004597 0.110448840475628 0.0273922288323424 6.25217786311806e-17 0.000303159071819437 -2.27038279234648e-05 0 0 0.355732614318112 0.344396040505313 0.299871345176575 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 83 0.482828282474747 -267.760701714522 -76.2208470309063 -79.1679696417267 -57.5741014839366 5857.02081805666 5857.02081805666 5857.02081805666
"V136" "Aarest_data" 37 0.688728518126013 8.78759124493935 0.111679114737481 0.0274987152322112 1.89836557053368e-17 0.000267607516704516 -1.95170893420027e-05 0 0 0.355084263816364 0.343645033131151 0.301270703052485 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 84 0.490909090545455 -267.089159005132 -75.902629276009 -78.9286660264416 -57.449577500018 6579.33224657568 6579.33224657568 6579.33224657568
