"beta1" "lambda1" "beta2" "lambda2" "beta3" "lambda3" "sumQfunc" "diffB_beta1" "diffB_beta3" "bp" "iter" "Beta1 at 1" "Q1" "Q2" "Q3" "pi1" "pi2" "pi3"
"0.859441473986403" "0.031566551361169" "1" "0.0100152514475604" "4.51822880605267" "4.62103454081398e-12" "-157.472057306594" "7.09822600697407e-09" "5.82539172455654e-09" "bp" "11" "-1.27922664710781" "-23.1348156073911" "-54.0642452619061" "-50.2931338593019" "0.154555019907014" "0.337698178095561" "0.507746801997425"
"0.863714210068621" "0.0312997373907961" "1" "0.0101120570538432" "4.48025898368397" "5.76638215087759e-12" "-157.368096590772" "2.28875762786629e-09" "9.13058784135501e-09" "bp" "12" "-1.23868704491978" "-23.1461695138397" "-53.4672445475742" "-50.8090500327083" "0.154836816660164" "0.334150754296886" "0.51101242904295"
"0.867102812646552" "0.0311260950237557" "1" "0.0101903961132414" "4.44213526000033" "7.20003448391124e-12" "-157.289164537603" "8.90810980536116e-10" "9.92285720258224e-09" "bp" "13" "-1.20784333234865" "-23.1656854928818" "-52.9232244786322" "-51.2844457283028" "0.155171289616502" "0.330927183584329" "0.513901526799169"
"0.869929296711471" "0.0310105280245303" "1" "0.0102543640266383" "4.40562714464153" "8.90469839806115e-12" "-157.226822174283" "4.15372625184318e-10" "8.60473647890103e-09" "bp" "14" "-1.18321181122978" "-23.1933789929281" "-52.4236652428871" "-51.7197788169888" "0.155558319690305" "0.327965403487557" "0.516476276822138"
"0.872406154888414" "0.0309295750745492" "1" "0.0103068026908313" "4.37153642264976" "1.0858355318643e-11" "-157.175835498451" "2.4390800490437e-10" "6.88257983938456e-09" "bp" "15" "-1.16249155701824" "-23.2289223837371" "-51.9619073121599" "-52.1171809040441" "0.155995547887728" "0.325220459682627" "0.518783992429645"
"0.874670131518609" "0.030868070920393" "1" "0.0103497323383205" "4.34012690584833" "1.30352820733167e-11" "-157.132916393769" "1.65496061299564e-10" "5.22022958193702e-09" "bp" "16" "-1.14419199008119" "-23.2717888243473" "-51.5325961318459" "-52.479606979479" "0.15647943808914" "0.322658359218084" "0.520862202692777"
"0.876807678006789" "0.030816486295861" "1" "0.0103846341824882" "4.31137645151835" "1.54082683888105e-11" "-157.095954853126" "1.29173116647507e-10" "3.75165853938597e-09" "bp" "17" "-1.12735860380525" "-23.3213500826312" "-51.1313290520851" "-52.8103201723855" "0.157005938058346" "0.320252424843125" "0.522741637098529"
"0.878872822816967" "0.0307689914549687" "1" "0.0104126314696342" "4.2851211062667" "1.7950779045478e-11" "-157.063556302273" "1.12663656182121e-10" "2.68254041202454e-09" "bp" "18" "-1.11138283494523" "-23.3769392855895" "-50.7544257091868" "-53.1125939179033" "0.157570867309465" "0.317981097418418" "0.524448035272116"
"0.880899162686051" "0.0307221207300739" "1" "0.0104346048088195" "4.26113564580673" "2.06385931102599e-11" "-157.034763913938" "1.02719610595159e-10" "1.96712335309712e-09" "bp" "19" "-1.09587523558298" "-23.4378889504837" "-50.3987726187727" "-53.3895505888398" "0.15817013168107" "0.315826568156119" "0.526003300162811"
"0.882907664612952" "0.0306738845049649" "1" "0.0104512659225521" "4.23917727999932" "2.34508421672768e-11" "-157.00889187518" "9.98205962332577e-11" "1.4387495639312e-09" "bp" "20" "-1.08058307089476" "-23.5035524188991" "-50.0617131104967" "-53.6440832596623" "0.15879983212612" "0.313773890837362" "0.527426277036517"
"0.884911630292174" "0.0306231941795883" "1" "0.0104632052922756" "4.21900832207988" "2.63705390016643e-11" "-156.985424953351" "9.52837808654294e-11" "1.05231379166071e-09" "bp" "21" "-1.0653377866261" "-23.573314558202" "-49.7409659849592" "-53.8788265136887" "0.159456310696257" "0.3118103783512" "0.528733310952543"
"0.886919801765735" "0.030569497504393" "1" "0.010470923406727" "4.20040702163582" "2.93847379437304e-11" "-156.963957678209" "9.73479075128125e-11" "7.61573915042391e-10" "bp" "22" "-1.05002199081316" "-23.6465957659691" "-49.4345632355238" "-54.0961550090385" "0.160136160315573" "0.309925173610665" "0.529938666073762"
"0.888938277790463" "0.0305125514207069" "1" "0.0104748516557859" "4.18317186981311" "3.24844609112838e-11" "-156.944157241919" "1.00182973028495e-10" "5.83661119435419e-10" "bp" "23" "-1.03454892747948" "-23.722851962824" "-49.1408010562579" "-54.2981967968513" "0.160836214545577" "0.308108931987001" "0.531054853467421"
"0.890971682624521" "0.0304522829342911" "1" "0.010475366627271" "4.16712241725732" "3.56644948241809e-11" "-156.925740641059" "9.6786578751562e-11" "4.5271519866219e-10" "bp" "24" "-1.0188498261929" "-23.8015723110845" "-48.8582005243648" "-54.4868536316209" "0.161553527081105" "0.306353578318381" "0.532092894600514"
"0.893023871710946" "0.0303887054094111" "1" "0.0104728001510178" "4.15209832756453" "3.89231354849078e-11" "-156.908460399781" "1.01795905038671e-10" "3.48691742146912e-10" "bp" "25" "-1.00286615672508" "-23.8822757541534" "-48.5854755866518" "-54.6638237743556" "0.162285346738841" "0.304652116012272" "0.533062537248888"
"0.895098354342245" "0.030321869232842" "1" "0.0104674465607178" "4.13795762910604" "4.22619270964074e-11" "-156.892095484988" "1.05771391645249e-10" "2.85858448023646e-10" "bp" "26" "-0.986544905871977" "-23.9645070452051" "-48.3215067145122" "-54.8306247910157" "0.163029091250586" "0.302998473997582" "0.533972434751833"
"0.897198545832396" "0.0302518334730649" "1" "0.0104595681033452" "4.12457468987011" "4.56854277186611e-11" "-156.876445377996" "1.0810552453222e-10" "2.22534879412706e-10" "bp" "27" "-0.969835696401869" "-24.0478326579939" "-48.0653190506908" "-54.9886150488177" "0.163782321680212" "0.301387382124241" "0.534830296195547"
"0.899327918778861" "0.0301786501418737" "1" "0.0104493990895" "4.11183818929684" "4.92010184354003e-11" "-156.861326078039" "1.11864295604391e-10" "2.0682477952505e-10" "bp" "28" "-0.952689015708167" "-24.1318367968204" "-47.8160641709313" "-55.1390133213189" "0.164542718374874" "0.299814268548285" "0.535643013076841"
"0.901490095998982" "0.0301023558551839" "1" "0.0104371491675385" "4.09964922116707" "5.28187658519288e-11" "-156.846567299866" "1.19459997449667e-10" "1.63524305207829e-10" "bp" "29" "-0.935055103542187" "-24.2161176131759" "-47.5730047892848" "-55.2829163186906" "0.165308058818174" "0.29827517449534" "0.536416766686485"
"0.903688910960945" "0.0300229677012745" "1" "0.0104230059726234" "4.08791958162708" "5.65513435696142e-11" "-156.832010419152" "1.25428556430052e-10" "1.47743151046598e-10" "bp" "30" "-0.916883224091688" "-24.3002836713782" "-47.3355018856885" "-55.4213141755133" "0.166076197444046" "0.296766683025467" "0.537157119530487"
"0.905928451144786" "0.02994048138868" "1" "0.0104071373175361" "4.07657025666333" "6.04140156113842e-11" "-156.817506897708" "1.35763400521682e-10" "1.38165034968551e-10" "bp" "31" "-0.898121157268044" "-24.3839506664014" "-47.1030038432297" "-55.5551040428596" "0.166845047291835" "0.295285859252115" "0.53786909345605"
"0.908213093453256" "0.0298548705241292" "1" "0.0103896930394526" "4.06553010027898" "6.44246846423526e-11" "-156.80291702535" "1.43742795444268e-10" "1.17573506486224e-10" "bp" "32" "-0.878714811536181" "-24.4667383777924" "-46.8750372692606" "-55.6851019713824" "0.167612563304382" "0.29383020007391" "0.538557236621708"
"0.910547536886611" "0.0297660863572973" "1" "0.0103708065819461" "4.05473468603156" "6.86040079483917e-11" "-156.788108882011" "1.52112988871522e-10" "1.03661079720041e-10" "bp" "33" "-0.858607902716486" "-24.5482678332698" "-46.6511992391252" "-55.8120532859492" "0.168376727031409" "0.292397591908853" "0.539225681059739"
"0.912936835358039" "0.0296740576223185" "1" "0.0103505963695153" "4.04412531124496" "7.29755851795466e-11" "-156.772957462685" "1.66231473031075e-10" "1.04769526387827e-10" "bp" "34" "-0.837741669287855" "-24.6281586536824" "-46.4311507545064" "-55.9366416398275" "0.169135532501552" "0.290986275255178" "0.53987819224327"
"0.915386432081705" "0.0295786902866377" "1" "0.0103291670173599" "4.0336481331264" "7.7566223462391e-11" "-156.757343932708" "1.81927362064016e-10" "9.99591520667309e-11" "bp" "35" "-0.816054611217581" "-24.7060265530769" "-46.2146112506843" "-56.0594969161786" "0.169886973042549" "0.289594815160423" "0.540518211797028"
"0.91790219605688" "0.0294798671290561" "1" "0.0103066104094701" "4.02325341776758" "8.24062874588301e-11" "-156.741154997064" "2.01268335331406e-10" "1.09523057290062e-10" "bp" "36" "-0.793482250334144" "-24.7814809724464" "-46.0013540210085" "-56.1812021207362" "0.170629028855345" "0.288222076882246" "0.541148894262408"
"0.920490460578783" "0.0293774471373335" "1" "0.010283006671787" "4.01289488602027" "8.75301440568627e-11" "-156.724282378192" "2.23145946165459e-10" "9.4793506377755e-11" "bp" "37" "-0.76995691804915" "-24.8541228327235" "-45.7912024546916" "-56.3022993840057" "0.171359655181323" "0.286867206186875" "0.541773138631802"
"0.923158063264832" "0.0292712647611091" "1" "0.0102584250633302" "4.00252914217655" "9.29767144449676e-11" "-156.706622404016" "2.49983145295118e-10" "9.53761514210782e-11" "bp" "38" "-0.745407582249147" "-24.9235424016599" "-45.584027007539" "-56.4232951641298" "0.172076770942057" "0.285529613866314" "0.542393615191629"
"0.925912386695406" "0.0291611290900674" "1" "0.0102329248054071" "3.99211517521703" "9.87901489931518e-11" "-156.688075714815" "2.77537992587895e-10" "9.99165195025853e-11" "bp" "39" "-0.719759730768367" "-24.9893172790765" "-45.379742843272" "-56.5446647188769" "0.172778247769968" "0.28420896416021" "0.543012788069823"
"0.928761398386804" "0.0290468230547414" "1" "0.0102065558680467" "3.98161392404184" "1.0502064445021e-10" "-156.668547101722" "3.1312552550844e-10" "1.11498366095475e-10" "bp" "40" "-0.692935334101588" "-25.0510105176302" "-45.1783080996111" "-56.6668558880439" "0.173461899398315" "0.282905166862255" "0.543632933739429"
"0.931713688374948" "0.0289281027756102" "1" "0.0101793597319494" "3.97098790141833" "1.11725426773082e-10" "-156.647945495379" "3.57228913117069e-10" "1.12436282506678e-10" "bp" "41" "-0.664852915832448" "-25.1081689094633" "-44.979722744874" "-56.7902922066551" "0.174125471425651" "0.281618372959009" "0.544256155615341"
"0.934778502174736" "0.0288046972166159" "1" "0.0101513701446507" "3.96020087344328" "1.18969927822711e-10" "-156.626184126971" "4.08096667570135e-10" "1.29176669361186e-10" "bp" "42" "-0.635427765226968" "-25.1603214852865" "-44.7840280011462" "-56.9153753443534" "0.174766631528381" "0.280348973707871" "0.544884394763748"
"0.937965766275283" "0.0286763083329054" "1" "0.0101226138900992" "3.94921759433683" "1.268291890733e-10" "-156.603180888238" "4.68347138848912e-10" "1.33738353724766e-10" "bp" "43" "-0.604572332930974" "-25.2069782899628" "-44.5913063167315" "-57.0424868446095" "0.175382960255141" "0.279097603099638" "0.545519436645221"
"0.941286102637789" "0.0285426119389475" "1" "0.0100931115920312" "3.93800359818274" "1.35389531596741e-10" "-156.578858919813" "5.44698508520014e-10" "1.51416656990477e-10" "bp" "44" "-0.572196857043174" "-25.2476295186127" "-44.4016818752411" "-57.1719891133822" "0.175971942606475" "0.277865143676313" "0.546162913717213"
"0.944750827877834" "0.0284032595631825" "1" "0.0100628785723645" "3.92652505264064" "1.44750536996995e-10" "-156.55314745972" "6.28830321147689e-10" "1.74502190475323e-10" "bp" "45" "-0.538210272676178" "-25.2817451177354" "-44.2153216287561" "-57.3042255872054" "0.176530960673737" "0.276652735673389" "0.546816303652874"
"0.948371932005606" "0.0282578815919266" "1" "0.0100319257871188" "3.91474868159054" "1.55027390256606e-10" "-156.525982982718" "7.33425764565254e-10" "1.89757543012092e-10" "bp" "46" "-0.502521462076594" "-25.3087749775924" "-44.0324368402459" "-57.4395199884273" "0.177057287691544" "0.275461789436287" "0.547480922872168"
"0.952162030853282" "0.0281060920317401" "1" "0.010000260862581" "3.90264176663637" "1.66353640420672e-10" "-156.49731065791" "8.62264926126954e-10" "2.02831529350078e-10" "bp" "47" "-0.465040903228633" "-25.3281498613341" "-43.8532851121581" "-57.5781745605333" "0.177548083932489" "0.274294001003606" "0.548157915063905"
"0.956134285756093" "0.0279474952287673" "1" "0.00996788925397057" "3.89017223989532" "1.78884438550017e-10" "-156.46708614268" "1.01914210404175e-09" "2.32773800235009e-10" "bp" "48" "-0.425682769978607" "-25.3392832317556" "-43.6781728649918" "-57.7204671651261" "0.178000394945634" "0.273151370657514" "0.548848234396852"
"0.960302283938922" "0.0277816948543486" "1" "0.00993481554658826" "3.877308882604" "1.92800312858441e-10" "-156.435277714794" "1.20580523343961e-09" "2.82369683191064e-10" "bp" "49" "-0.384367523548516" "-25.3415741431948" "-43.5074582099511" "-57.8666471209426" "0.178411152697046" "0.27203622410276" "0.549552623200193"
"0.964679873675967" "0.0276083053823003" "1" "0.0099010449145658" "3.8640216454069" "2.08311536414591e-10" "-156.401868718969" "1.43347733683186e-09" "3.37273320383247e-10" "bp" "50" "-0.341025010086273" "-25.3344113583993" "-43.3415541325877" "-58.0169296787542" "0.178777180200017" "0.2709512357427" "0.550271584057283"
"0.969280950077365" "0.0274269661163924" "1" "0.00986658474385063" "3.85028210637434" "2.25663130335339e-10" "-156.366860267074" "1.7016894560129e-09" "3.92901711165905e-10" "bp" "51" "-0.295598037987403" "-25.3171788210691" "-43.1809318693145" "-58.1714890600814" "0.179095200208618" "0.269899453268934" "0.551005346522448"
"0.974119190795095" "0.0272373575516109" "1" "0.00983144641294614" "3.83606408106307" "2.45140521459387e-10" "-156.330274080811" "2.0296688774124e-09" "4.32940794325987e-10" "bp" "52" "-0.248046348609481" "-25.2892625562251" "-43.0261243164949" "-58.3304500486011" "0.179361848472647" "0.268884322472581" "0.551753829054772"
"0.979207746606629" "0.0270392194402033" "1" "0.00979564720621066" "3.82134439388559" "2.67075834510483e-10" "-156.292155302084" "2.41355735397519e-09" "5.30931743014662e-10" "bp" "53" "-0.198350813039532" "-25.2500589744238" "-42.8777292645718" "-58.4938782174056" "0.179573691894116" "0.267909710832057" "0.552516597273827"
"0.984558900107369" "0.0268323693803604" "1" "0.00975921230940712" "3.80610381212477" "2.9185473843465e-10" "-156.252575022471" "2.86554069361955e-09" "6.24389429049188e-10" "bp" "54" "-0.146517587198183" "-25.1989844155514" "-42.7364122008472" "-58.6617690093307" "0.179727251664157" "0.266979928058075" "0.553292820277768"
"0.990183716882621" "0.0266167200556933" "1" "0.00972217680662999" "3.79032812908857" "3.19923685259473e-10" "-156.211632204544" "3.37934835670239e-09" "7.39994732157356e-10" "bp" "55" "-0.0925818450978007" "-25.1354855831363" "-42.6029083829416" "-58.8340360571243" "0.179819031087935" "0.266099741439094" "0.554081227472971"
"0.996091727056289" "0.0263922925006877" "1" "0.00968458756209101" "3.77400936561343" "3.51797268876303e-10" "-156.169454599028" "3.98372890231258e-09" "8.59948556808376e-10" "bp" "56" "-0.0366106000975854" "-25.0590502955632" "-42.4780238572877" "-59.0104993378324" "0.179845547309062" "0.265274383586163" "0.554880069104775"
"1.00229068997327" "0.0261592220494582" "1" "0.00964650483537367" "3.75714703395596" "3.88065300793168e-10" "-156.126198215418" "4.66162575207818e-09" "1.02107122756934e-09" "bp" "57" "0.0212959601928198" "-24.9692177390238" "-42.3626351021484" "-59.1908739679618" "0.179803365563327" "0.264509550150837" "0.555687084285836"
"1.0087865086047" "0.0259177531369168" "1" "0.00960800344842761" "3.73974938160726" "4.29399052441052e-10" "-156.082044906198" "5.40479661026438e-09" "1.18281207051041e-09" "bp" "58" "0.0810052279270934" "-24.8655871779152" "-42.2576870221414" "-59.374760647543" "0.17968913393771" "0.263811385374549" "0.556499480687741"
"1.01558337012681" "0.0256682190531535" "1" "0.00956917330696281" "3.72183450419184" "4.76555974277586e-10" "-156.037197692408" "6.20815754359683e-09" "1.36087408009189e-09" "bp" "59" "0.142355561109305" "-24.7478239115671" "-42.1641891296053" "-59.5616388937506" "0.179499615969036" "0.263186454056749" "0.557313929974216"
"1.02268419141246" "0.0254110033106874" "1" "0.00953011908577578" "3.70343119532109" "5.30382094174764e-10" "-155.991873607612" "7.12407555170103e-09" "1.54872736857214e-09" "bp" "60" "0.205162675806211" "-24.6156612114295" "-42.0832099219071" "-59.7508642267159" "0.179231717851766" "0.262641699760263" "0.558126582387971"
"1.03009144037726" "0.0251464805353518" "1" "0.009490958926587" "3.68457939055221" "5.91811267424833e-10" "-155.946294061752" "8.07354538778782e-09" "1.73368874811786e-09" "bp" "61" "0.269229139198693" "-24.4688970778999" "-42.0158697039361" "-59.9416703221237" "0.178882506642438" "0.262184390817711" "0.558933102539851"
"1.03780838581988" "0.0248749366297112" "1" "0.00945182207073236" "3.66533007174772" "6.61860537503969e-10" "-155.900673001409" "9.08599062654503e-09" "1.95978344663672e-09" "bp" "62" "0.334356702395414" "-24.3073849383211" "-41.9633323900921" "-60.1331768076196" "0.178449215716631" "0.261822057821715" "0.559728726461654"
"1.04584080370754" "0.0245964699457437" "1" "0.00941284545484749" "3.64574453124757" "7.41621108049146e-10" "-155.855203413345" "1.01788977246997e-08" "2.17190176954318e-09" "bp" "63" "0.40036084926205" "-24.1310178470753" "-41.9267971169315" "-60.32440285492" "0.177929233922176" "0.261562428519545" "0.56050833755828"
"1.05419914480134" "0.0243108767412798" "1" "0.0093741694221629" "3.62589295137474" "8.32244843269261e-10" "-155.810042912562" "1.13441807059189e-08" "2.33605845778584e-09" "bp" "64" "0.467086664560913" "-23.9397062732122" "-41.9074907574967" "-60.5142860655756" "0.177320075394979" "0.261413368009403" "0.561266556595619"
"1.06290115972261" "0.0240175244981249" "1" "0.00933593282273794" "3.60585233031509" "9.34926780301945e-10" "-155.765299204444" "1.26588339810496e-08" "2.49062281909573e-09" "bp" "65" "0.534425033983911" "-23.7333500585524" "-41.9066625983552" "-60.7017054731215" "0.176619327824878" "0.261382833429507" "0.561997838745616"
"1.07197499701856" "0.0237152151078992" "1" "0.00929826786811387" "3.58570386572182" "1.05088480046229e-09" "-155.721016060023" "1.41656322227846e-08" "2.6887647663898e-09" "bp" "66" "0.602328342481645" "-23.5118054769224" "-41.9255824822324" "-60.8855069075721" "0.175824578015218" "0.261478852615533" "0.562696569369249"
"1.0814628506626" "0.02340203614184" "1" "0.00926129514556806" "3.56552997740054" "1.18133827140254e-09" "-155.677160084194" "1.59626125650902e-08" "2.740648596955e-09" "bp" "67" "0.670825240547213" "-23.274848419267" "-41.9655436128503" "-61.0645286134125" "0.174933314754413" "0.261709535315473" "0.563357149930114"
"1.09142534812179" "0.0230751923346863" "1" "0.00922511917215533" "3.54541119367209" "1.32748803975117e-09" "-155.633608014498" "1.82489117150908e-08" "2.81005441138404e-09" "bp" "68" "0.740034650822906" "-23.0221345216081" "-42.0278709731229" "-61.2376249465724" "0.173942810218627" "0.262083123574452" "0.563974066206921"
"1.10194705303966" "0.0227308010814209" "1" "0.00918982478022239" "3.52542313918049" "1.49050048772233e-09" "-155.590133608687" "2.12450608216841e-08" "2.77024270189941e-09" "bp" "69" "0.810179914122269" "-22.753156558108" "-42.113935945645" "-61.4036862031137" "0.172849982329773" "0.262608085070224" "0.564541932600003"
"1.11314373405569" "0.0223636248472275" "1" "0.0091554744928884" "3.50563383444243" "1.67149845874084e-09" "-155.546392383868" "2.53872443067849e-08" "2.81595191609085e-09" "bp" "70" "0.881604764885175" "-22.4671987153901" "-42.2251772698632" "-61.5616530588642" "0.171651241903878" "0.263293249764609" "0.565055508331513"
"1.12517247889619" "0.0219666986612744" "1" "0.00912210688729003" "3.48610147485488" "1.87156155705537e-09" "-155.501901538763" "3.13008072794219e-08" "2.72942912715735e-09" "bp" "71" "0.95479368148364" "-22.1632865453078" "-42.3631278734061" "-61.7105246389151" "0.170342330553251" "0.264147986075909" "0.56550968337084"
"1.13824642435873" "0.0215307894917347" "1" "0.00908973578386046" "3.4668728023083" "2.09173765215523e-09" "-155.456011173913" "4.01956476991927e-08" "2.64095945112786e-09" "bp" "72" "1.03040016295945" "-21.8401306090024" "-42.5294462352634" "-61.8493596947227" "0.168918159531144" "0.26518240706334" "0.565899433405517"
"1.15265705676089" "0.0210435910537073" "1" "0.00905834994446658" "3.44798215999438" "2.3330659738691e-09" "-155.407861161976" "5.4085305123408e-08" "2.54100029906112e-09" "bp" "73" "1.10928780914618" "-21.49606128057" "-42.7259493579106" "-61.9772706416219" "0.167372668730492" "0.266407587324622" "0.566219743944886"
"1.16880916814185" "0.0204885040949309" "1" "0.0090279128136969" "3.4294513532843" "2.59660933406079e-09" "-155.356315210132" "7.70556205509365e-08" "2.4297790446326e-09" "bp" "74" "1.19259093602578" "-21.1289523628918" "-42.9546412676304" "-62.0934100588939" "0.165698744808486" "0.267835752003226" "0.566465503188288"
"1.18727755561476" "0.0198427664385349" "1" "0.0089983616637236" "3.41129060636693" "2.88348664372614e-09" "-155.299859059494" "1.17166489843612e-07" "2.25963958655484e-09" "bp" "75" "1.28180391439737" "-20.7361333129287" "-43.2177242584682" "-62.196948401473" "0.163888280459668" "0.269480358408537" "0.566631361131795"
"1.20890235117325" "0.0190745680856938" "1" "0.00896960527131167" "3.39350133928145" "3.19488195451725e-09" "-155.236442338175" "1.93197855935523e-07" "2.22632934310241e-09" "bp" "76" "1.37891079921988" "-20.3142973578868" "-43.517565540982" "-62.2870393397712" "0.161932551295557" "0.271355901979682" "0.566711546724762"
"1.23495557651022" "0.0181386310531591" "1" "0.00894151894581546" "3.37608252269834" "3.5319697052601e-09" "-155.163232600762" "3.48521613346975e-07" "2.06058103913165e-09" "bp" "77" "1.48656555544768" "-19.8594348570985" "-43.8565598215388" "-62.3627635192816" "0.159823296167901" "0.273477082700598" "0.566699621131501"
"1.26744386555951" "0.0169697158777823" "1" "0.008913935524822" "3.35904475872264" "3.89560490623791e-09" "-155.076238415945" "7.01009359005411e-07" "1.92062543646898e-09" "bp" "78" "1.60831484092553" "-19.3668835942922" "-44.2367566077525" "-62.4230280679875" "0.157555355613661" "0.275856533164567" "0.566588111221773"
"1.30967890517236" "0.015474409895488" "1" "0.00888663208415414" "3.34244176328305" "4.28539978839208e-09" "-154.96976762015" "2.20268248085631e-13" "1.81088211093083e-09" "bp" "79" "1.74877492738724" "-18.8317615764248" "-44.6589619064751" "-62.4663673887195" "0.15513276304004" "0.278499350984499" "0.566367885975461"
"1.36736902616568" "0.013526647625376" "1" "0.00885932083691515" "3.32644107763703" "4.69726351176789e-09" "-154.835819435545" "2.05702122002549e-12" "1.57721302684877e-09" "bp" "80" "1.91340050963562" "-18.2505230167605" "-45.1206930538206" "-62.4905216904735" "0.152582319956498" "0.28139070825948" "0.566026971784021"
"1.4506175722929" "0.0109917929856966" "1" "0.00883169941805026" "3.31147796265108" "5.11736690159453e-09" "-154.664182001328" "1.92610372096169e-11" "1.2380994007799e-09" "bp" "81" "2.1067333365961" "-17.6255783750498" "-45.6118503814726" "-62.4915636890044" "0.149981787890412" "0.28446985349266" "0.565548358616928"
"1.57660750533267" "0.00785803641226596" "1" "0.00880384022672935" "3.29854572361305" "5.50955181301206e-09" "-154.446476362404" "2.97488256251199e-10" "7.19097670298652e-10" "bp" "82" "2.32700331019563" "-16.9769648919102" "-46.1073277498159" "-62.4624722410606" "0.1475057134329" "0.287586664738546" "0.564907621828554"
"1.76735510272294" "0.00456887943629556" "1" "0.00877810849584888" "3.28950840405144" "5.79972797315071e-09" "-154.192056317053" "5.48750200835002e-09" "1.70700786839006e-10" "bp" "83" "2.55867526587543" "-16.3614758479061" "-46.5636848722005" "-62.3928331980938" "0.14543290321498" "0.290487119470311" "0.564079977314709"
"2.02391558856853" "0.00209703703068823" "1" "0.00876530570171759" "3.28665180068253" "5.89161470864554e-09" "-153.946417054405" "4.78730832753627e-08" "2.45679493815487e-06" "bp" "84" "2.78284883126969" "-15.8547690974917" "-46.9548180605008" "-62.2759655196474" "0.143871376322799" "0.293044548562329" "0.563084075114872"
"2.31398867992108" "0.000821046772166347" "1" "0.00878723093787283" "3.29096599510188" "5.74290257066078e-09" "-153.725889578158" "7.16782722065545e-08" "7.67386154620908e-12" "bp" "85" "3.00167243205849" "-15.4139642047181" "-47.3443296242323" "-62.12083961215" "0.142277088684125" "0.295688665579292" "0.562034245736583"
