"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"FRT_censord" 1 0.904645760727496 1.01321325062733 0.00703155721026907 0.004121909744055 0.00382685516361099 0.0938180565846025 -0.756816039087028 0 4.54747350886464e-13 0.33179100019969 0.333984522781397 0.334224477018913 0.5 1 2 0.1 0.8 0.1 15 0.2 -175.630523453294 -47.3932321100112 -47.6263778133278 -47.6527068551091 100 100 100
"FRT_censord" 2 0.905110837339504 1.01196475244462 0.00701679412980212 0.00412078761826453 0.00385238869530177 0.0839808812022511 -0.744031345040881 0 -4.54747350886464e-13 0.33174245342679 0.334015169626047 0.334242376947163 0.5 1 2 0.1 0.8 0.1 10 0.208080808070707 -175.629013610056 -47.3888416004647 -47.6287686469073 -47.6532068334484 112.332403297803 112.332403297803 112.332403297803
"FRT_censord" 3 0.905480475493756 1.01082454175755 0.00700576257874543 0.00411964474084917 0.00387578031196003 0.0750912308947562 -0.732116810192124 0 -4.54747350886464e-13 0.331692496683423 0.334046470408236 0.33426103290834 0.5 1 2 0.1 0.8 0.1 10 0.216161616141414 -175.627597390019 -47.3843478210885 -47.6312074562972 -47.6538563688119 126.185688306602 126.185688306602 126.185688306602
"FRT_censord" 4 0.90576038400214 1.00978478790959 0.00699823656741673 0.00411848068679837 0.00389715171393142 0.0670714441637941 -0.720996955748276 -2.27373675443232e-13 -2.27373675443232e-13 0.331641006589429 0.334078437859921 0.334280555550651 0.5 1 2 0.1 0.8 0.1 10 0.224242424212121 -175.626261178116 -47.3797368648259 -47.6336950600549 -47.6546549921896 141.747416292681 141.747416292681 141.747416292681
"FRT_censord" 5 0.905956091462684 1.00883801046616 0.00699400239483265 0.00411729498409134 0.00391662450021894 0.0598481921693406 -0.710600136414484 0 -2.27373675443232e-13 0.331587876581268 0.334111084335924 0.334301039082808 0.5 1 2 0.1 0.8 0.1 10 0.232323232282828 -175.624992799633 -47.3749969952604 -47.6362321282579 -47.655601652796 159.228279334109 159.228279334109 159.228279334109
"FRT_censord" 6 0.906072920365391 1.00797708723306 0.00699285866803226 0.00411608711655349 0.00393431907366732 0.0533525033203617 -0.700858599031214 0 -2.27373675443232e-13 0.331533015451682 0.334144421918796 0.334322562629521 0.5 1 2 0.1 0.8 0.1 11 0.240404040353535 -175.623781354695 -47.3701184271027 -47.638819201164 -47.6566947534655 178.864952905744 178.864952905744 178.864952905744
"FRT_censord" 7 0.906115965620814 1.00719526128717 0.00699461626336734 0.00411485652909746 0.0039503536420816 0.0475197589958398 -0.691708521960258 2.27373675443232e-13 4.54747350886464e-13 0.331476345777945 0.334178462620375 0.33434519160168 0.5 1 2 0.1 0.8 0.1 11 0.248484848424242 -175.622617072265 -47.3650930913384 -47.6414567269692 -47.6579322018603 200.923300256505 200.923300256505 200.923300256505
"FRT_censord" 8 0.906090074825022 1.00648614589891 0.0069990983571686 0.00411360262713276 0.00396484333098778 0.0422896557119259 -0.683090006786315 2.27373675443232e-13 -2.27373675443232e-13 0.331417802387608 0.334213218490396 0.334368979121995 0.5 1 2 0.1 0.8 0.1 11 0.25656565649495 -175.621491177099 -47.3599144386744 -47.6441450741714 -47.6593114617357 225.701971963392 225.701971963392 225.701971963392
"FRT_censord" 9 0.905999834695498 1.0058437266538 0.00700614031277265 0.00411232478062214 0.0039778994356201 0.0376061360258788 -0.67494704897257 2.27373675443232e-13 -4.54747350886464e-13 0.331357330792103 0.334248701764516 0.334393967443381 0.5 1 2 0.1 0.8 0.1 11 0.264646464565657 -175.620395773506 -47.3545772246591 -47.646884559623 -47.6608296236909 253.536449397011 253.536449397011 253.536449397011
"FRT_censord" 10 0.905849560802445 1.00526236087408 0.00701558955320391 0.00411102232552039 0.00398962880013508 0.0334172873467082 -0.667227470287067 -2.27373675443232e-13 2.27373675443232e-13 0.331294885687382 0.334284924960486 0.334420189352132 0.5 1 2 0.1 0.8 0.1 11 0.272727272636364 -175.61932374058 -47.3490773203887 -47.649675463776 -47.6624834746194 284.80358684358 284.80358684358 284.80358684358
"FRT_censord" 11 0.905643291302175 1.0047367741166 0.00702730537656695 0.0041096945646127 0.00400013332929034 0.029675212013629 -0.659882819938687 -4.54747350886464e-13 0 0.3312304295308 0.334321900951341 0.334447669517859 0.5 1 2 0.1 0.8 0.1 12 0.280808080707071 -175.618268638518 -47.3434115394309 -47.6525180414954 -47.6642695664727 319.926713779738 319.926713779738 319.926713779738
