"filename" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"SerumReversal" 0.486219220905706 1.00001469374926 0.0839015187069917 0.00253403128428077 0.00253377953587582 -1.68350358933367e-05 -10.384531495846 -4.34374758384592e-15 7.60280727263307e-13 0.411016031777058 0.294493931926209 0.294490036296733 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.7 -691.395906378506 -234.61392373844 -148.066951880096 -148.064169715598 0.1 13107.2 13107.2
"SerumReversal" 0.486374295387298 1.00001506683389 0.0838889646029358 0.00252743343668765 0.00252717587128784 -1.68578272337072e-05 -10.2567042318511 6.80011602582908e-16 -8.94395668638026e-13 0.412532744663503 0.293735641697136 0.293731613639361 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.703029292929293 -691.189751100446 -235.522857967136 -147.547219959956 -147.544350140558 101.109090909091 12941.9636363636 12941.9636363636
"SerumReversal" 0.486534513262676 1.00001526478069 0.0838704008072826 0.00252080864044812 0.00252054827937162 -1.66675571335873e-05 -10.1287092347425 -2.50077736296817e-14 -9.13935593871429e-13 0.414074496966211 0.292964810368378 0.292960692665412 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.706058585858586 -690.981474444952 -236.44563817248 -147.020832059966 -147.017906060962 202.118181818182 12935.5636363636 12935.5636363636
"SerumReversal" 0.486699810801026 1.00001030854974 0.0838456875874314 0.00251415390412711 0.00251397847632896 -1.09769191567466e-05 -10.0006466947857 5.94801985442928e-14 1.77635683940025e-13 0.415640987550838 0.292180909031781 0.292178103417381 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.709087878787879 -690.771124792718 -237.382023329881 -146.487478409702 -146.48549003059 303.127272727273 19400.1454545455 19400.1454545455
"SerumReversal" 0.486870402118279 1.0000156652153 0.0838149595181095 0.00250747788330971 0.0025072119171942 -1.62552339588729e-05 -9.87224407537549 1.33643096589253e-14 -2.39808173319034e-13 0.417235159764776 0.291384570728945 0.291380269506279 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.712117171717172 -690.558317897311 -238.333805207217 -145.947675465657 -145.944635206833 404.136363636364 12932.3636363636 12932.3636363636
"SerumReversal" 0.487046039051887 1.0000126979305 0.0837778944185598 0.00250076981273219 0.00250055472700484 -1.28306284636892e-05 -9.74385074078796 7.46624984060418e-15 -7.53175299905706e-13 0.418854586114309 0.290574465541948 0.290570948343743 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.715146464646465 -690.343384929601 -239.299404035954 -145.400551369153 -145.398071936061 505.145454545455 16164.6545454545 16164.6545454545
"SerumReversal" 0.48722685570554 1.00001072344618 0.0837345427260178 0.00249403481500827 0.00249385360246719 -1.05430966641507e-05 -9.61530642148034 3.05588887528074e-14 6.3549165929544e-13 0.420501275518729 0.289750860344848 0.289747864136423 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.718175757575758 -690.126063667411 -240.280020348191 -144.846366850107 -144.844260364632 606.154545454545 19396.9454545455 19396.9454545455
"SerumReversal" 0.487412994820879 1.0000186331386 0.0836849346297715 0.00248727758065472 0.00248696346535341 -1.78105742349999e-05 -9.48645800355722 -4.4353409833775e-14 1.06581410364015e-13 0.422177232974874 0.28891400912605 0.288908757899076 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.72120505050505 -689.90608531575 -241.276847849823 -144.285367204779 -144.281685305197 707.163636363636 11314.6181818182 11314.6181818182
"SerumReversal" 0.487604171747966 1.00001652865972 0.0836287550791586 0.00248048692494723 0.00248020895899528 -1.53475302511197e-05 -9.35767945886349 2.31481500634345e-14 -1.05249142734465e-12 0.423879808069973 0.288062445066585 0.288057746863442 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.724234343434343 -689.683818841964 -242.288161467114 -143.716607175168 -143.713322009218 808.172727272727 12930.7636363636 12930.7636363636
"SerumReversal" 0.487800551506903 1.00001489754011 0.0835660576090671 0.00247366846368138 0.00247341854062125 -1.3426048326437e-05 -9.228788882478 -7.44682093767324e-14 -5.81756864903582e-13 0.425611287667303 0.287196491484555 0.287192220848142 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.727263636363636 -689.458956536778 -243.315326244992 -143.140388093343 -143.137410081503 909.181818181818 14546.9090909091 14546.9090909091
