time	event
478	0
484	1
583	0
626	1
753	0
753	0
801	0
834	0
850	1
944	0
959	0
1070	1
1318	1
1377	0
1472	1
1534	0
1579	1
1610	1
1729	1
1729	1
1847	1
2400	0
2550	1
2568	1
2639	0
2944	0
2981	0
3392	0
3392	0
3791	1
3904	0
4443	1
4829	0
5328	0
5562	0
5900	1
6122	0
6226	1
6331	0
6531	0
6711	1
6835	1
6947	1
7878	1
7884	1
10263	1
11019	0
12986	0
13103	1
23245	1
