"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V117" "FRT_censord" 18 0.859862657875325 1.00129728349662 0.0095340530062557 0.00399539769165451 0.003963367397706 0.00252607614147848 -0.326007606201159 8.45989944764369e-14 3.95461441371481e-13 0.325115034780683 0.337396062250218 0.337488902969099 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 25 0.668686868515151 -175.513520644546 -46.837548576716 -47.8585060833018 -47.8636755794382 2364.48941264541 2364.48941264541 2364.48941264541
"V118" "FRT_censord" 19 0.859221611771439 1.00109647880214 0.00957618162390071 0.00399330841192501 0.00396620764904201 0.00208547896453126 -0.320224315220059 3.15303338993544e-14 -7.74935671188359e-14 0.325024669289689 0.337448074894784 0.337527255815528 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 25 0.672727272545455 -175.511310513965 -46.8305424743853 -47.8613412790795 -47.8657377527094 2848.0358684358 2848.0358684358 2848.0358684358
"V119" "FRT_censord" 20 0.858552062412481 1.00092705913804 0.00962028974252638 0.00399120354813287 0.00396826845131817 0.00172133510245942 -0.314440896294016 -8.68194405256872e-14 -1.34559030584569e-13 0.324931146670609 0.337500650152251 0.33756820317714 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 26 0.676767676575758 -175.509018984578 -46.823263822169 -47.8642159515223 -47.8679563349508 3430.46928631492 3430.46928631492 3430.46928631492
"V120" "FRT_censord" 21 0.85785734111382 1.00078411512386 0.00966620524623475 0.00398908140773988 0.00396966594737134 0.00142049201726024 -0.308644507823558 -1.3988810110277e-13 1.79856129989275e-13 0.324834756864757 0.337553793961167 0.337611449174076 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 26 0.680808080606061 -175.506648772551 -46.8157395154893 -47.8671267114643 -47.8703103186256 4132.01240011534 4132.01240011534 4132.01240011534
"V121" "FRT_censord" 22 0.85714025677413 1.00066349789223 0.00971378457893246 0.00398694050601538 0.00397049867159199 0.00117202625390433 -0.302824323217635 -2.44249065417534e-14 1.4432899320127e-13 0.324735745949421 0.337607511936968 0.337656742113611 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 26 0.684848484636364 -175.504202026731 -46.8079924059532 -47.8700706025108 -47.8727817806064 4977.02356433211 4977.02356433211 4977.02356433211
"V122" "FRT_censord" 23 0.856403174471911 1.00056170447399 0.0097629085171275 0.00398477953680835 0.00397085008409729 0.000966875744317974 -0.296971204063539 2.17603712826531e-14 -2.06501482580279e-14 0.324634321036369 0.337661810339093 0.337703868624538 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 27 0.688888888666667 -175.501680401429 -46.8000416849634 -47.8730451704987 -47.8753554977586 5994.84250318942 5994.84250318942 5994.84250318942
"V123" "FRT_censord" 24 0.855648083080368 1.00047577936999 0.00981347854866196 0.00398259734732229 0.00397079078241404 0.000797529693656429 -0.291077422803795 8.43769498715119e-15 -1.77191594730175e-13 0.324530654118798 0.337716696965673 0.337752648915529 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 27 0.69292929269697 -175.499085118313 -46.79190315737 -47.8760485317733 -47.8780186640027 7220.80901838547 7220.80901838547 7220.80901838547
"V124" "FRT_censord" 25 0.854876653848815 1.00040323050867 0.00986541373717726 0.00398039291430987 0.00397038041254716 0.000657767986758984 -0.285136421759375 -9.54791801177635e-15 -4.79616346638068e-14 0.324424890244643 0.337772178965123 0.337802930790235 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 27 0.696969696727273 -175.496417024514 -46.7835901740196 -47.8790790075793 -47.8807603733117 8697.49002617783 8697.49002617783 8697.49002617783
"V125" "FRT_censord" 26 0.854090290184701 1.00034195726406 0.00991864805982715 0.00397816532593276 0.00396966932673212 0.000542442863263659 -0.279142617262977 6.06181771445335e-14 1.15685239165941e-13 0.324317150186284 0.337828263762478 0.337854586051238 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 28 0.701010100757576 -175.493676639243 -46.7751138031684 -47.8821352130804 -47.883571403988 10476.1575278967 10476.1575278967 10476.1575278967
"V126" "FRT_censord" 27 0.853290169590132 1.00029018979612 0.00997312816981421 0.00397591376641542 0.00396869999238443 0.000447296471406844 -0.273091236489762 -8.68194405256872e-14 -3.36619621066347e-13 0.324207532226541 0.33788495999724 0.337907507776219 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 28 0.705050504787879 -175.490864192311 -46.7664829072317 -47.8852161543755 -47.886444082533 12618.5688306602 12618.5688306602 12618.5688306602
"V127" "FRT_censord" 28 0.852477280399115 1.00024643708452 0.0100288114209353 0.0039736375010961 0.0039675082071419 0.000368808734073411 -0.266978174737133 1.04360964314765e-14 -5.30686605770825e-14 0.324096118638387 0.337942275528451 0.337961605833162 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 28 0.709090908818182 -175.487979663991 -46.7577049155581 -47.8883209107137 -47.8893718617226 15199.1108295293 15199.1108295293 15199.1108295293
"V128" "FRT_censord" 29 0.851652452029888 1.00020944323941 0.0100856642463779 0.00397133586553007 0.00396612412832837 0.00030407070651961 -0.26079988266595 3.41948691584548e-14 -1.30784272300843e-13 0.323982976754033 0.338000218330193 0.338016804915775 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 29 0.713131312848485 -175.485022813917 -46.7487858444756 -47.8914487357871 -47.8923492277529 18307.3828029537 18307.3828029537 18307.3828029537
"V129" "FRT_censord" 30 0.850816380339991 1.00017815047011 0.0101436608002925 0.00396900825597828 0.00396457315007587 0.000250679315996649 -0.254553272110769 5.6621374255883e-15 7.03881397612349e-14 0.323868159328833 0.338058797478345 0.338073043192823 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 29 0.717171716878788 -175.48199320476 -46.7397302366624 -47.894599175092 -47.8953716676639 22051.3073990305 22051.3073990305 22051.3073990305
"V130" "FRT_censord" 31 0.849969650247216 1.00015166782485 0.0102027817262459 0.00396665412038198 0.00396287664614296 0.000206649984313856 -0.2482356340834 3.29736238313671e-14 -1.7608137170555e-13 0.323751709949316 0.33811802121728 0.338130268833405 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 29 0.721212120909091 -175.478890230106 -46.7305418371848 -47.897771770632 -47.8984353104105 26560.8778294668 26560.8778294668 26560.8778294668
