"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V128" "SerumReversal" 29 0.49250495663659 1.00001881029514 0.0691364845414223 0.00302704735901649 0.00302668662598307 -2.31110846868887e-05 -20.4862745175581 0 0 0.340533012732395 0.329734349983769 0.329732637283836 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 0.426262625979798 -704.61780757701 -189.839268722673 -176.101262075122 -176.099858097743 2595.02421139974 2595.02421139974 2595.02421139974
"V129" "SerumReversal" 30 0.491775807683345 1.00001694667773 0.0698124334639116 0.00301471030509811 0.00301438579459733 -2.25763799619472e-05 -20.2427245452549 5.6843418860808e-14 -1.81898940354586e-12 0.341384742606944 0.329308430916679 0.329306826476377 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 0.434343434050505 -704.343045526337 -190.469812247877 -175.650716079684 -175.649399918457 2915.05306282518 2915.05306282518 2915.05306282518
"V130" "SerumReversal" 31 0.491074592793811 1.00001527255369 0.0704844703716061 0.00300224619403274 0.0030019542007532 -2.18124746993453e-05 -19.9957113984155 5.6843418860808e-14 0 0.342285534512946 0.328857984123558 0.328856481363497 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 20 0.442424242121212 -704.06276909077 -191.128035876595 -175.18395881758 -175.182725848245 3274.54916287773 3274.54916287773 3274.54916287773
"V131" "SerumReversal" 32 0.490401913962271 1.00001376832384 0.0711518217925484 0.00298965334738791 0.00298939054982119 -2.08822914373741e-05 -19.7452187159775 5.6843418860808e-14 0 0.343237213830139 0.328382096736046 0.328380689433815 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 20 0.450505050191919 -703.776887123313 -191.814962577703 -174.700482420463 -174.699328130218 3678.37977182863 3678.37977182863 3678.37977182863
"V132" "SerumReversal" 33 0.489758360240135 1.00001241649665 0.0718136823228059 0.00297693005079504 0.00297669347005948 -1.98371902797589e-05 -19.49123301503 -1.13686837721616e-13 0 0.344241665623618 0.327879826053079 0.327878508323303 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 20 0.458585858262626 -703.485306391914 -192.531650800679 -174.199765104493 -174.198685106986 4132.01240011534 4132.01240011534 4132.01240011534
"V133" "SerumReversal" 34 0.489144506375092 1.00001120130315 0.0724692146432666 0.00296407455683889 0.00296386152293456 -1.8718787458738e-05 -19.2337439511265 5.6843418860808e-14 0 0.345300836130213 0.327350198789052 0.327348965080735 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 21 0.466666666333333 -703.187931372982 -193.279195322246 -173.681271035692 -173.680261095511 4641.58883361278 4641.58883361278 4641.58883361278
"V134" "SerumReversal" 35 0.48856091133843 1.00001010876549 0.0731175497209139 0.00295108508911507 0.00295089320595578 -1.75605108267973e-05 -18.9727446100008 0 0 0.346416733905907 0.32679221051396 0.326791055580133 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 21 0.47474747440404 -702.884664034135 -194.058727890807 -173.144450335014 -173.143506365418 5214.00828799969 5214.00828799969 5214.00828799969
"V135" "SerumReversal" 36 0.488008117402836 1.0000091262109 0.0737577866493495 0.00293795984262253 0.00293778696239824 -1.63889290547559e-05 -18.7082316334668 5.6843418860808e-14 0 0.347591435290391 0.326204822904153 0.326203741805456 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 22 0.482828282474747 -702.575403471162 -194.871420192198 -172.588737872679 -172.587855957664 5857.02081805666 5857.02081805666 5857.02081805666
"V136" "SerumReversal" 37 0.487486648453827 1.00000824239874 0.0743889932212032 0.00292469698966694 0.00292454118486745 -1.52248858569237e-05 -18.4402055903341 5.6843418860808e-14 0 0.348827084569327 0.325586963676663 0.325585951754011 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 22 0.490909090545455 -702.260045655926 -195.718483909041 -172.01355361042 -172.012729998483 6579.33224657568 6579.33224657568 6579.33224657568
"V137" "SerumReversal" 38 0.486997009012438 1.0000074471665 0.0750102060233198 0.00291129468110078 0.00291115422333215 -1.40844654481498e-05 -18.1686711325119 -5.6843418860808e-14 0 0.350125899643522 0.324937523742088 0.32493657661439 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 22 0.498989898616162 -701.938482996379 -196.60117374325 -171.418301405379 -171.41753252117 7390.72203352578 7390.72203352578 7390.72203352578
