"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"Aarest_data" 1 0.922757906040945 1.00973593773251 0.0304380676385151 0.0217957522817843 0.0208946697815905 0.118626009245347 -1.02712242537105 -1.13686837721616e-13 0 0.333457480963677 0.333294904357098 0.333247614679225 0.9 1 10 0.25 0.5 0.25 22 0.2 -295.967038286423 -80.1589245757694 -80.424729971371 -80.4527711235687 100 100 100
"Aarest_data" 2 0.922435264528575 1.00889345360035 0.0304923452149489 0.0217899057147232 0.0209639916535321 0.105119889903719 -1.0009779389032 -6.82121026329696e-13 -4.54747350886464e-13 0.33346262531651 0.333290928354191 0.333246446329299 0.9 1 10 0.25 0.5 0.25 14 0.208080808070707 -295.964343022694 -80.150871419956 -80.4282413084027 -80.4546178156187 112.332403297803 112.332403297803 112.332403297803
"Aarest_data" 3 0.92201700503145 1.00812178967609 0.0305594062747867 0.0217838432813662 0.021027129957966 0.0930274259411306 -0.975749102056639 3.41060513164848e-13 -5.6843418860808e-13 0.333467861991038 0.33328695118353 0.333245186825431 0.9 1 10 0.25 0.5 0.25 14 0.216161616141414 -295.961652598107 -80.1424028123676 -80.4319185906719 -80.4567188629684 126.185688306602 126.185688306602 126.185688306602
"Aarest_data" 4 0.921505593908156 1.00741605169178 0.0306390709654186 0.0217775543352957 0.02108443343199 0.0822207630398282 -0.951288179197576 0 3.41060513164848e-13 0.333473190242416 0.333282977908076 0.333243831849508 0.9 1 10 0.25 0.5 0.25 15 0.224242424212121 -295.958945811369 -80.1334800331223 -80.4357713192584 -80.4590822834012 141.747416292681 141.747416292681 141.747416292681
"Aarest_data" 5 0.920903279991455 1.00677154093217 0.0307311991039011 0.0217710274858578 0.021136244344749 0.0725804420895031 -0.927453810677193 0 -3.41060513164848e-13 0.33347860658836 0.333279013721517 0.333242379690124 0.9 1 10 0.25 0.5 0.25 15 0.232323232282828 -295.95620243657 -80.1240642551845 -80.4398096111644 -80.4617165612167 159.228279334109 159.228279334109 159.228279334109
"Aarest_data" 6 0.920212069588965 1.00618376638267 0.030835693337454 0.0217642505526348 0.0211828960221627 0.063995308884671 -0.90411083589801 0 1.13686837721616e-13 0.333484104565706 0.333275064234834 0.33324083119946 0.9 1 10 0.25 0.5 0.25 16 0.240404040353535 -295.95340297045 -80.114116110231 -80.4440443051291 -80.4646307227938 178.864952905744 178.864952905744 178.864952905744
"Aarest_data" 7 0.919433708065845 1.00564845480105 0.0309525016816793 0.0217572105399293 0.0212247106670397 0.0563623671341276 -0.881130103740119 1.13686837721616e-13 3.41060513164848e-13 0.333489674492602 0.333271135740303 0.333239189767095 0.9 1 10 0.25 0.5 0.25 16 0.248484848424242 -295.950528403157 -80.103595297619 -80.4484870469171 -80.467834413068 200.923300256505 200.923300256505 200.923300256505
"Aarest_data" 8 0.918569658913677 1.00516155942604 0.0310816207642212 0.0217498935803928 0.0212619973516149 0.0495865662410893 -0.858388152082895 0 -1.13686837721616e-13 0.333495303149544 0.333267235509965 0.33323746134049 0.9 1 10 0.25 0.5 0.25 17 0.25656565649495 -295.947559989043 -80.0924601055919 -80.4531504068043 -80.4713380276044 225.701971963392 225.701971963392 225.701971963392
"Aarest_data" 9 0.917621090744167 1.00471926577122 0.0312230982726489 0.0217422849031729 0.0212950503944853 0.0435805382520584 -0.835766886318311 2.27373675443232e-13 2.27373675443232e-13 0.333500973453003 0.333263372078923 0.333235654468075 0.9 1 10 0.25 0.5 0.25 17 0.264646464565657 -295.944479036771 -80.0806669851645 -80.4580479749238 -80.4751528334408 253.536449397011 253.536449397011 253.536449397011
"Aarest_data" 10 0.916588861886435 1.00431799569126 0.031377036110338 0.0217343687706515 0.0213241479475529 0.0382642822970212 -0.813153135331291 -3.41060513164848e-13 -4.54747350886464e-13 0.33350666402175 0.333259555576013 0.333233780402237 0.9 1 10 0.25 0.5 0.25 18 0.272727272636364 -295.941266693238 -80.0681700314132 -80.463194492439 -80.4792911405043 284.80358684358 284.80358684358 284.80358684358
