"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"Aarest_data" 1 0.995309896751383 78.6353716298505 1.04594611589636 0.0256914854622329 2.19067840716717e-152 2.12210210493203 -0.000128807266456477 1.77635683940025e-15 -9.30353567098377e+136 0.126630268208333 0.61784773246217 0.255521999329497 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 99 1 -216.921050577466 -6.06410085588852 -144.007815006057 -21.4577638869011 100 100 100
"Aarest_data" 2 0.995816869573626 78.6281883975791 1.04595319725713 0.0256913677142432 2.26179361497701e-152 2.11916786316317 -0.000114676782210665 -1.77635683940025e-15 -9.30353567098377e+136 0.126635921251536 0.617839120015464 0.255524958733 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 1 -216.918904122226 -6.06248276117755 -144.005949201716 -21.4585226977222 112.332403297803 112.332403297803 112.332403297803
"Aarest_data" 3 0.996269795235236 78.6217937188519 1.04595936722661 0.0256912625061607 2.32704206963399e-152 2.1165478979743 -0.000102095411662617 0 9.30353567098377e+136 0.126640962894941 0.617831443728438 0.255527593376621 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 1 -216.916989156035 -6.06103901456971 -144.004286516218 -21.4591983362913 126.185688306602 126.185688306602 126.185688306602
"Aarest_data" 4 0.996674283014824 78.6161010351094 1.04596475261691 0.0256911685396445 2.3867097002521e-152 2.11420928988574 -9.08935416248369e-05 8.88178419700125e-16 9.30353567098377e+136 0.126645458392458 0.61782460272326 0.255529938884282 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 1 -216.915281105058 -6.05975114051873 -144.002804999002 -21.4597999056595 141.747416292681 141.747416292681 141.747416292681
"Aarest_data" 5 0.997035390837948 78.6110332871779 1.04596946109982 0.0256910846433666 2.44111311149779e-152 2.11212241840425 -8.09200853950642e-05 -8.88178419700125e-16 0 0.126649466205464 0.617818506818425 0.25553202697611 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 1 -216.913757925439 -6.05860255855451 -144.001485039676 -21.460335515547 159.228279334109 159.228279334109 159.228279334109
"Aarest_data" 6 0.997357673203633 78.6065218738913 1.04597358426127 0.0256910097619166 2.49058663357616e-152 2.11026066154278 -7.20404683605125e-05 2.66453525910038e-15 9.30353567098377e+136 0.126653038679626 0.617813075425765 0.255533885894609 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 19 1 -216.912399858655 -6.05757840201918 -144.000309124314 -21.4608123899055 178.864952905744 178.864952905744 178.864952905744
"Aarest_data" 7 0.997645226276057 78.6025057242414 1.0459772001562 0.0256909429454143 2.53547192128466e-152 2.1086001163936 -6.41348306800182e-05 0 -9.30353567098377e+136 0.126656222660087 0.617808236554998 0.255535540784915 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.911189207226 -6.0566653513335 -143.999261615964 -21.4612369631169 200.923300256505 200.923300256505 200.923300256505
"Aarest_data" 8 0.997901730013982 78.5989304695604 1.04598037561795 0.0256908833406905 2.57610982032397e-152 2.10711934076557 -5.70964242569971e-05 -2.66453525910038e-15 -1.86070713419675e+137 0.126659060030419 0.617803925933511 0.255537014036071 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.91011012978 -6.05585147924025 -143.99832856012 -21.461614966367 225.701971963392 225.701971963392 225.701971963392
"Aarest_data" 9 0.998130487133375 78.5957477102442 1.0459831678058 0.0256908301812167 2.61283412709712e-152 2.10579911580649 -5.08301830350888e-05 8.88178419700125e-16 9.30353567098377e+136 0.126661588242617 0.617800086177392 0.255538325579992 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.909148454895 -6.0551261144725 -143.997497503641 -21.4619515035688 253.536449397011 253.536449397011 253.536449397011
"Aarest_data" 10 0.998334459315523 78.5929143590754 1.04598562586027 0.025690782779585 2.64596702852516e-152 2.10462222737327 -4.5251448085537e-05 -8.88178419700125e-16 9.30353567098377e+136 0.126663840757132 0.617796666080173 0.255539493162695 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.908291511093 -6.05447971267457 -143.996757338024 -21.4622511202155 284.80358684358 284.80358684358 284.80358684358
"Aarest_data" 11 0.998516300153243 78.5903920585688 1.04598779209783 0.0256907405197759 2.67581586929918e-152 2.10357326803457 -4.02848312361925e-05 3.5527136788005e-15 9.30353567098377e+136 0.126665847458164 0.617793619958412 0.255540532583425 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.907527974161 -6.05390374255152 -143.99609815619 -21.4625178641958 319.926713779738 319.926713779738 319.926713779738
"Aarest_data" 12 0.998678385693457 78.5881466618295 1.04598970304758 0.025690702850076 2.70267102161525e-152 2.10263845458982 -3.58632023420569e-05 -2.66453525910038e-15 9.30353567098377e+136 0.126667635028187 0.61779090706375 0.255541457908063 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.906847727444 -6.05339058118212 -143.995511123972 -21.46275534013 359.381366380463 359.381366380463 359.381366380463
"Aarest_data" 13 0.998822842048037 78.5861477704194 1.04599139031482 0.0256906692767317 2.7268046290544e-152 2.10180546379384 -3.19267862565198e-05 -1.77635683940025e-15 1.86070713419675e+137 0.126669227282482 0.617788491058346 0.255542281659172 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 18 1 -216.906241736835 -6.05293342025179 -143.994988365487 -21.4629667578006 403.701725859656 403.701725859656 403.701725859656
"Aarest_data" 14 0.998951570660464 78.5843683233095 1.0459928812713 0.0256906393579257 2.74847002984324e-152 2.10106328260805 -2.84223586319854e-05 -1.77635683940025e-15 1.86070713419675e+137 0.126670645475514 0.617786339539749 0.255543014984737 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.905701937456 -6.05252618141373 -143.994522859645 -21.4631549751873 453.487850812858 453.487850812858 453.487850812858
"Aarest_data" 15 0.99906627115026 78.5827842288607 1.04599419980616 0.0256906126992253 2.76790172959603e-152 2.10040207341344 -2.53025290319897e-05 8.88178419700125e-16 0 0.126671908555916 0.617784423633088 0.255543667810996 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.905221132087 -6.05216343834416 -143.994108350571 -21.4633225374381 509.413801481638 509.413801481638 509.413801481638
"Aarest_data" 16 0.999168462138266 78.5813740414337 1.04599536661812 0.0256905889476281 2.78531571086019e-152 2.09981305120039 -2.25251024659201e-05 1.77635683940025e-15 0 0.126673033435656 0.617782717591033 0.255544248973311 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.904792899132 -6.05184035016353 -143.993739261534 -21.4634717103545 572.236765935022 572.236765935022 572.236765935022
"Aarest_data" 17 0.999259499870831 78.58011866921 1.04599639979807 0.0256905677880422 2.80091008117627e-152 2.09928837431904 -2.00525105142901e-05 1.77635683940025e-15 0 0.126674035190438 0.617781198471614 0.255544766337949 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.904411510925 -6.05155259825742 -143.993410624082 -21.4636045114637 642.807311728433 642.807311728433 642.807311728433
"Aarest_data" 18 0.999340595249648 78.5790011162454 1.04599731515702 0.0256905489391137 2.81486588826287e-152 2.09882104467164 -1.78513044915007e-05 1.77635683940025e-15 1.86070713419675e+137 0.126674927261186 0.617779845830962 0.255545226907851 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.904071859416 -6.05129633084422 -143.99311801145 -21.4637227370803 722.080901838547 722.080901838547 722.080901838547
"Aarest_data" 19 0.999412829014697 78.5780062524095 1.04599812653581 0.0256905321497213 2.82734806828961e-152 2.09840481892484 -1.5891704350679e-05 2.66453525910038e-15 0 0.12667572162883 0.617778641453787 0.255545636917383 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.903769390225 -6.05106811336515 -143.992857479953 -21.4638279865315 811.130830789687 811.130830789687 811.130830789687
"Aarest_data" 20 0.999477165507655 78.5771206085867 1.04599884606982 0.0256905171957704 2.83850646778117e-152 2.09803412817349 -1.41471964596462e-05 -4.44089209850063e-15 1.86070713419675e+137 0.126676428971845 0.617777569111538 0.255546001916617 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.903500043142 -6.05086488370207 -143.992625516476 -21.4639216837281 911.16275611549 911.16275611549 911.16275611549
"Aarest_data" 21 0.999534464859219 78.576332194251 1.04599948441285 0.0256905038774015 2.848476899627e-152 2.09770400690216 -1.25941756934367e-05 2.66453525910038e-15 9.30353567098377e+136 0.126677058805168 0.617776614348346 0.255546326846486 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 17 1 -216.90326019962 -6.05068391264763 -143.99241899194 -21.4640050964116 1023.53102189903 1023.53102189903 1023.53102189903
"Aarest_data" 22 0.999585494335364 78.5756303356468 1.04600005090456 0.025690492016139 2.85738219352266e-152 2.09741002693924 -1.1211626599561e-05 -8.88178419700125e-16 -9.30353567098377e+136 0.126677619612006 0.617775764282913 0.25554661610508 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.903046634068 -6.05052276757422 -143.992235118555 -21.4640793531292 1149.75699539774 1149.75699539774 1149.75699539774
"Aarest_data" 23 0.9996309379515 78.5750055296243 1.04600055385007 0.0256904814533398 2.86533325321002e-152 2.09714824165974 -9.98083952197248e-06 8.88178419700125e-16 -9.30353567098377e+136 0.126678118939562 0.617775007451224 0.255546873609213 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.902856472747 -6.05037928008683 -143.992071415023 -21.4641454589634 1291.54966501488 1291.54966501488 1291.54966501488
"Aarest_data" 24 0.999671405562811 78.5744493174778 1.04600100048313 0.0256904720471042 2.87243002441724e-152 2.09691513304369 -8.88515765495868e-06 1.77635683940025e-15 0 0.126678563521521 0.617774333634187 0.255547102844291 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.90268715489 -6.05025151886251 -143.991925670082 -21.4642043083853 1450.82877849594 1450.82877849594 1450.82877849594
"Aarest_data" 25 0.999707440763617 78.5739541686909 1.04600139721282 0.0256904636710959 2.87876246865997e-152 2.09670756595973 -7.90975184372655e-06 -4.44089209850063e-15 -9.30353567098377e+136 0.126678959352978 0.617773733733408 0.255547306913614 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.902536399114 -6.05013776288498 -143.991795914969 -21.464256697821 1629.75083462065 1629.75083462065 1629.75083462065
"Aarest_data" 26 0.99973952802064 78.5735133795164 1.04600174969769 0.0256904562127202 2.88441145377818e-152 2.09652274678851 -7.04142041740852e-06 -8.88178419700125e-16 0 0.12667931177392 0.617773199646235 0.255547488579845 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.902402173099 -6.05003647896476 -143.991680396486 -21.4643033363224 1830.73828029537 1830.73828029537 1830.73828029537
"Aarest_data" 27 0.99976809908493 78.5731209821523 1.04600206293817 0.0256904495716243 2.8894495936467e-152 2.09635818628509 -6.2684104022992e-06 0 -9.30353567098377e+136 0.126679625540891 0.617772724156743 0.255547650302365 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.902282666379 -6.04994630124047 -143.991577553396 -21.4643448551162 2056.51230834865 2056.51230834865 2056.51230834865
"Aarest_data" 28 0.999793538638444 78.5727716639254 1.04600234135597 0.0256904436583999 2.89394202737962e-152 2.0962116668932 -5.58025861607803e-06 1.77635683940025e-15 0 0.12667990488999 0.617772300839418 0.255547794270592 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 16 1 -216.902176266444 -6.04986601315103 -143.99148599553 -21.4643818161723 2310.12970008316 2310.12970008316 2310.12970008316
