"beta1" "lambda1" "lambda2" "diffBeta1" "diffLambda1" "pi1" "pi2" "init_beta1" "init_beta2" "init_pi1" "init_pi2" "tempering" "Qlike" "Q1" "Q2" "bpBase" "bp1"
0.198612472371489 0.00185713940898139 6.09801822273491e-07 -1.13590125749852e-05 2.55795384873636e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.7733 -2040.00291687727 -292.688618812826 -7.84103392109386 333400 333400
0.198612471893434 0.00185713941538225 6.09801822273491e-07 -1.10250212230767e-05 1.75859327100625e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.776733333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 343500 343500
0.198612471442688 0.00185713942141745 6.09801822273491e-07 -1.07101097626128e-05 -1.02318153949454e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.780166666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 353600 353600
0.198612471016976 0.00185713942711745 6.09801822273491e-07 -1.0412688567385e-05 2.8421709430404e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.7836 -2040.00291687727 -292.688618812826 -7.84103392109386 363700 363700
0.19861247061427 0.00185713943250943 6.09801822273491e-07 -1.01313399056835e-05 -5.63105118089879e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.787033333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 373800 373800
0.198612470232754 0.00185713943761769 6.09801822273491e-07 -9.86479508924276e-06 -5.11590769747272e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.790466666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 383900 383900
0.198612469870797 0.00185713944246406 6.09801822273491e-07 -9.6119158286001e-06 5.15143483426073e-14 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.7939 -2040.00291687727 -292.688618812826 -7.84103392109386 394000 394000
0.198612469526934 0.00185713944706816 6.09801822273491e-07 -9.37167746428713e-06 -2.27906582495052e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.797333333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 404100 404100
0.19861246919984 0.00185713945144774 6.09801822273491e-07 -9.14315515387898e-06 -1.13153930669796e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.800766666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 414200 414200
0.198612468888319 0.0018571394556188 6.09801822273491e-07 -8.92551233278027e-06 -9.71667191151937e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8042 -2040.00291687727 -292.688618812826 -7.84103392109386 424300 424300
0.198612468591284 0.00185713945959592 6.09801822273491e-07 -8.71798999924067e-06 1.62003743753303e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.807633333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 434400 434400
0.198612468307747 0.00185713946339229 6.09801822273491e-07 -8.51989855732427e-06 -9.66338120633736e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.811066666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 444500 444500
0.19861246803681 0.00185713946701998 6.09801822273491e-07 -8.33060909144479e-06 -2.8705926524708e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8145 -2040.00291687727 -292.688618812826 -7.84103392109386 454600 454600
0.198612467777649 0.00185713947048997 6.09801822273491e-07 -8.14954793781908e-06 -6.25277607468888e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.817933333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 464700 464700
0.198612467529515 0.00185713947381233 6.09801822273491e-07 -7.97618977799175e-06 5.32907051820075e-15 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.821366666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 474800 474800
0.198612467291717 0.00185713947699629 6.09801822273491e-07 -7.81005343242214e-06 1.14219744773436e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8248 -2040.00291687727 -292.688618812826 -7.84103392109386 484900 484900
0.198612467063623 0.00185713948005032 6.09801822273491e-07 -7.65069685826347e-06 6.21724893790088e-14 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.828233333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 495000 495000
0.198612466844651 0.00185713948298222 6.09801822273491e-07 -7.49771317032355e-06 -1.76214598468505e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.831666666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 505100 505100
0.198612466634265 0.00185713948579915 6.09801822273491e-07 -7.35072771362866e-06 -6.30606677987089e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8351 -2040.00291687727 -292.688618812826 -7.84103392109386 515200 515200
0.198612466431969 0.00185713948850777 6.09801822273491e-07 -7.20939453913161e-06 -3.69482222595252e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.838533333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 525300 525300
0.198612466237305 0.00185713949111419 6.09801822273491e-07 -7.07339361838422e-06 1.50635059981141e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.841966666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 535400 535400
0.19861246604985 0.0018571394936241 6.09801822273491e-07 -6.94242891086105e-06 8.5265128291212e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8454 -2040.00291687727 -292.688618812826 -7.84103392109386 545500 545500
0.19861246586921 0.00185713949604275 6.09801822273491e-07 -6.81622560705364e-06 -1.4495071809506e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.848833333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 555600 555600
0.19861246569502 0.00185713949837504 6.09801822273491e-07 -6.69452884949351e-06 -1.19371179607697e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.852266666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 565700 565700
0.198612465526941 0.00185713950062551 6.09801822273491e-07 -6.57710134532863e-06 -6.82121026329696e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8557 -2040.00291687727 -292.688618812826 -7.84103392109386 575800 575800
0.198612465364657 0.00185713950279839 6.09801822273491e-07 -6.46372242840698e-06 -9.37916411203332e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.859133333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 585900 585900
0.198612465207874 0.00185713950489762 6.09801822273491e-07 -6.35418621186545e-06 1.13686837721616e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.862566666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 596000 596000
0.198612465056315 0.00185713950692689 6.09801822273491e-07 -6.24830056494829e-06 -8.01136934569513e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.866 -2040.00291687727 -292.688618812826 -7.84103392109386 606100 606100
0.198612464909725 0.00185713950888964 6.09801822273491e-07 -6.14588608982558e-06 -1.79056769411545e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.869433333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 616200 616200
0.198612464767863 0.00185713951078909 6.09801822273491e-07 -6.04677467208603e-06 -2.05169214950729e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.872866666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 626300 626300
0.198612464630503 0.00185713951262824 6.09801822273491e-07 -5.95080922494162e-06 -4.2632564145606e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8763 -2040.00291687727 -292.688618812826 -7.84103392109386 636400 636400
0.198612464497436 0.00185713951440993 6.09801822273491e-07 -5.85784223972041e-06 -4.2632564145606e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.879733333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 646500 646500
0.198612464368462 0.0018571395161368 6.09801822273491e-07 -5.76773530269747e-06 -1.88116189292487e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.883166666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 656600 656600
0.198612464243396 0.00185713951781136 6.09801822273491e-07 -5.68035846981729e-06 -1.65378821748163e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8866 -2040.00291687727 -292.688618812826 -7.84103392109386 666700 666700
0.198612464122063 0.00185713951943593 6.09801822273491e-07 -5.59558958457274e-06 -2.33058017329313e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.890033333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 676800 676800
0.198612464004298 0.00185713952101274 6.09801822273491e-07 -5.51331339693206e-06 1.01785246897634e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.893466666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 686900 686900
0.198612463889946 0.00185713952254384 6.09801822273491e-07 -5.43342184755602e-06 -1.16529008664656e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.8969 -2040.00291687727 -292.688618812826 -7.84103392109386 697000 697000
0.19861246377886 0.0018571395240312 6.09801822273491e-07 -5.35581247618211e-06 1.52944323872362e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.900333333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 707100 707100
0.198612463670903 0.00185713952547667 6.09801822273491e-07 -5.2803890469022e-06 -5.63105118089879e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.903766666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 717200 717200
0.198612463565945 0.001857139526882 6.09801822273491e-07 -5.20706038287244e-06 7.67386154620908e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9072 -2040.00291687727 -292.688618812826 -7.84103392109386 727300 727300
0.198612463463862 0.00185713952824883 6.09801822273491e-07 -5.13574048000009e-06 -1.36424205265939e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.910633333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 737400 737400
0.198612463364537 0.00185713952957872 6.09801822273491e-07 -5.06634785324422e-06 -1.3926637620898e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.914066666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 747500 747500
0.198612463267861 0.00185713953087315 6.09801822273491e-07 -4.99880547977227e-06 -9.71667191151937e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9175 -2040.00291687727 -292.688618812826 -7.84103392109386 757600 757600
0.198612463173729 0.00185713953213352 6.09801822273491e-07 -4.93304023052588e-06 8.47322212393919e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.920933333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 767700 767700
0.198612463082041 0.00185713953336116 6.09801822273491e-07 -4.86898304075112e-06 1.19015908239817e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.924366666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 777800 777800
0.198612462992704 0.00185713953455733 6.09801822273491e-07 -4.8065681994558e-06 -7.90478793533111e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9278 -2040.00291687727 -292.688618812826 -7.84103392109386 787900 787900
0.198612462905628 0.00185713953572322 6.09801822273491e-07 -4.74573315045745e-06 -1.25055521493778e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.931233333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 798000 798000
0.198612462820729 0.00185713953685996 6.09801822273491e-07 -4.68641880502219e-06 2.8421709430404e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.934666666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 808100 808100
0.198612462737926 0.00185713953796864 6.09801822273491e-07 -4.62856885974361e-06 -2.33590924381133e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9381 -2040.00291687727 -292.688618812826 -7.84103392109386 818200 818200
0.198612462657142 0.00185713953905028 6.09801822273491e-07 -4.57212976812116e-06 -8.5265128291212e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.941533333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 828300 828300
0.198612462578305 0.00185713954010587 6.09801822273491e-07 -4.51705037107786e-06 -1.19015908239817e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.944966666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 838400 838400
0.198612462501345 0.00185713954113632 6.09801822273491e-07 -4.46328229486426e-06 -1.25588428545598e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9484 -2040.00291687727 -292.688618812826 -7.84103392109386 848500 848500
0.198612462426195 0.00185713954214253 6.09801822273491e-07 -4.41077918367228e-06 1.13686837721616e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.951833333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 858600 858600
0.198612462352792 0.00185713954312534 6.09801822273491e-07 -4.35949701227401e-06 -1.76747505520325e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.955266666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 868700 868700
0.198612462281077 0.00185713954408556 6.09801822273491e-07 -4.30939348916581e-06 6.21724893790088e-14 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9587 -2040.00291687727 -292.688618812826 -7.84103392109386 878800 878800
0.198612462210992 0.00185713954502396 6.09801822273491e-07 -4.26042871026766e-06 -3.12638803734444e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.962133333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 888900 888900
0.198612462142481 0.00185713954594127 6.09801822273491e-07 -4.21256405047643e-06 -2.1600499167107e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.965566666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 899000 899000
0.198612462075493 0.0018571395468382 6.09801822273491e-07 -4.16576290263038e-06 -3.46389583683049e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.969 -2040.00291687727 -292.688618812826 -7.84103392109386 909100 909100
0.198612462009977 0.00185713954771542 6.09801822273491e-07 -4.11999027960519e-06 -1.53477230924182e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.972433333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 919200 919200
0.198612461945884 0.00185713954857357 6.09801822273491e-07 -4.07521258694032e-06 -7.105427357601e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.975866666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 929300 929300
0.19861246188317 0.00185713954941327 6.09801822273491e-07 -4.03139773652583e-06 2.04103400847089e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9793 -2040.00291687727 -292.688618812826 -7.84103392109386 939400 939400
0.198612461821791 0.00185713955023511 6.09801822273491e-07 -3.98851506133724e-06 -2.39275266267214e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.982733333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 949500 949500
0.198612461761703 0.00185713955103965 6.09801822273491e-07 -3.94653508806186e-06 -1.24522614441958e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.986166666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 959600 959600
0.198612461702867 0.00185713955182742 6.09801822273491e-07 -3.90542956552054e-06 2.22044604925031e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9896 -2040.00291687727 -292.688618812826 -7.84103392109386 969700 969700
0.198612461645244 0.00185713955259896 6.09801822273491e-07 -3.86517149308929e-06 6.76791955811495e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.993033333333333 -2040.00291687727 -292.688618812826 -7.84103392109386 979800 979800
0.198612461588797 0.00185713955335475 6.09801822273491e-07 -3.82573500701255e-06 4.60076421404665e-13 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.996466666666667 -2040.00291687727 -292.688618812826 -7.84103392109386 989900 989900
0.19861246153349 0.00185713955409527 6.09801822273491e-07 -3.78709509618602e-06 -1.24522614441958e-12 0.852387623758321 0.147612376241679 0.5 1 0.5 0.5 0.9999 -2040.00291687727 -292.688618812826 -7.84103392109386 1e+06 1e+06
